slang,formal
tapiipak,tetapi
tapik,tapi
tapitapi,tapi
tapo,tapi
tapon,tampon
tappi,tetapi
taqwa,bertakwa
tar,sebentar
tarif,harga
tariff,tarif
tarifff,tarif
taritopeng,tari
taro,taruh
taroh,taruh
taroin,menyimpan
tarok,menyimpan
tarsoktarsok,nanti
tasnya,tas
taste,rasa
tateh,teteh
tatkala,sementara
tatto,tato
tattoo,tahu
tau,tahu
tauan,tahun
taudehhh,tahu
taufiq,taufiq
taugak,tahu
tauk,tahu
taukk,tahu
taun,tahun
taunya,ketahuan
tausiyah,tausiah
tausyiah,tawa
tauu,tahu
tauuu,tahu
tauuuu,tahu
tauuuuu,tahu
taux,tahu
taw,tahu
tawain,ketawai
tawakalna,tawakal
tawan,tawan v
tawari,menawarkan
tawarin,menawarkan
tawaw,tawa
tawh,tahu
taww,tahu
tawwa,tawa
tax,pajak
taxi,takut
tay,tai
tayik,tai
taylor,taylorswift
tayup,tayub
tayyib,tayib
tayyip,tayib
taz,atas
tba,tiba
tbela,tabela
tbh,jujur
tbk,perusahaan
tbl,takut
tbtb,tiba
tbuh,tubuh
tcc,terima kasih
td,tadi
tdak,tidak
tdi,tadi
tdk,tidak
tdklah,tidaklah
tdl,taruh
tdny,tadinya
tdnya,tadinya
tdr,tidur
tdung,tugas
tdur,tidur
tea,teh
team,tim
teamm,timeline
teamrayarusia,tim sukses
tebakannya,perkiraan
tebel,tebal
tebir,ribet
techdigital,teknologi
teel,timeline
teen,remaja
teenagers,remaja
teenchoice,suara
teesangka,tersangka
teeyus,terus
tegaar,tegur
tegakan,tegak
tegakang,tegakkan
tegakin,tegakkan
tegor,tegur
teh,kakak
tehadap,terhadap
tehh,teh
tehhh,teh
tehnology,teknologi
tehrani,teh rani
teitah,Teta
teja,tidak
teka,gergaji
tekak,tinggal
tekann,tekan
tekibul,terkirim
tekno,teknologi
teknologiâ,teknologi
tekor,rukun
telaatt,telat
telantarkan,terlarut
telat,terlanjur
tele,telegram
telefisi,televisi
telek,tai
telen,telan
telibat,terlibat
telimakacih,terima kasih
telkom,telekomunikasi
tell,memberitahu
telmi,telat berpikir
telor,telur
telp,telepon
telpon,telepon
telponan,bertelepon
telurusi,telusuri
temamenan,kawan
temanin,kawan
temanmakanteman,kawan
temannyarpg,kawan
temannyarudy,kawan
temans,kawan
temantapime,kawan
temboke,temboknya
tembokk,tembok
temen,kawan
temenann,tempat
temenku,teman
temenkuuh,kawan
temenn,teman
temennya,kawan
temenya,kawan
temlen,timeline
temp,suka
tempatbersama,tempat
tempatin,menempati
tempiasnye,tempiasnya
template,templat
temposeleb,majalah
tempt,tempat
temuin,menemukan
ten,tenang
tena,tidak ada
tenaaaang,tenang
tenaang,tenang
tenan,benar
tenar,terkenal
tenatng,tenang
tengaj,tengah
tenggah,tengah
tengil,menyebalkan
tengkuzul,tengah hari
tengkyuu,terima kasih
tengok,menjenguk
tengs,terima kasih
tentanh,tengok tegok
tentg,tentang
tentram,damai
tentrem,tenteram
teoristidakberakal,teori
tep,tetap
tepar,lelah
tepatin,tepati
tepay,tepar
tepelongo,terperosok
tepercaya,terpercaya
tepokjidat,tepuk jidat
teraflisiasi,terakhir
terakir,terakhir
terambik,terambil
terangkat,mengemuka
teraniyaya,teraniaya
terasangka,tersangka
terbaeeeek,terbaik
terbaeq,terbaik
terbagak,terbaik
terbaiiiik,terbaik
terbaiiikkkkk,terbaik
terbaikkk,terbaik
terbaikkkkk,baik
terbarujangan,jangan
terbarunya,terbaru
terbest,terbaik
terbg,terbagi
terbitin,terbitkan
terbnya,terbanyak
terbukt,terbukti
tercatit,tercatat
tercover,terkutuk
tercyduc,terciduk
tercyduk,terciduk
tercydux,terciduk
terdebest,terbaik
terdete,terhapus
terdkt,tedekat
terdzolimi,terzalimi
terekpos,terekspos
terfikir,terpikirkan
tergantungg,tergantung
terhaaru,terharu
terharuuu,terharu
terharuuuuu,terharu
terhdap,terhadap
teriakin,teriak
teriakkan,teriak
terimagajii,gaji
terimakasi,terima kasih
terimakasih,terima kasih
terimakasihhh,terima kasih
terimaksih,terima kasih
teringt,terinjak
terjalimi,terzalimi
terjangkauu,terjangkau
terjd,terjadi
terjdi,terjadi
terjejas,terpengaruh
terjemah,terjemahan
terjerembab,terjerumus
terjrumus,terjual
terkaga,enggak banget
terke,terkenal
terkedu,terkenal
terkenall,terkenal
terkerendeeh,keren
terkesan,terkesan
terkhir,terakhir
terkocak,kocak
terkonsep,konsep
terlait,terkapar
terlaluh,terlalu
terlampauin,terlampaui
terlaru,terlebih
termarjinalkan,termakan
termasu,termasuk
termiribkan,termurah
termuraaahhhh,termurah
termurahhh,termurah
termurahhhh,ternak
ternakin,terngiang ngiang
terngakak,ngakak
terniattt,berkeinginan
ternodain,ternyata
ternyataa,ternyata
ternyataaa,ternyata
ternyate,ternyata
ternyta,ternyata
ternyu,terunyu
teroos,terus
teroosssss,terus
terorganisiir,teroris
teroria,teroris
terorist,teroris
teros,terus
teross,terus
terossss,terus
terpantau,pantau
terpinggirkan,gisik
terprepare,tersiapkan
terpropokasi,terpukau
terpukaukaukau,terpuruk
terrace,teras
terrame,ramai
terroris,terpakai
terrrrbaik,terbaik
tersa,teras
tersangak,tersangka
tersangk,tersangka
tersanjung,sanjung
tersebutjom,tersebut
terselamatan,terselip
tersengka,tersangka
terseraaahhhhh,terserah
terseruu,seru
terseruuu,terseru
tertaip,tertib
tertanya,bertanya
tertera,cantum
tertwa,tertawa
tertylap,tertilap
teru,terus
teruk,terus
terupdate,terbaru
terurama,terutama
teruss,terus
terusss,terus
terussss,terus
teruta,terutama
teruus,terus
teruuss,terus
teruz,terus
teruzzz,terus
terxium,tercium
terzolimi,terzalimi
tesangka,tersangka
test,ujian
testcase,kasus tes
testi,ulasan
testie,testimoni
testimonipelangganterima,ulasan
testimony,testimoni
testinya,testimoninya
testinyaa,testimoni
testismoni,ulasan
teta,tetap
tetang,tetangga
tetapkawal,kawal
tetaplaah,tetaplah
tetapppp,tetap
tetapwaspada,waspada
tetat,tetap
tetatplah,ketat
teteepp,tetap
teteh,kakak
tetehh,teteh
tetel,payudara
tetep,tetap
tetet,tetap
teteup,tetap
tetewnya,testimoni
tetiba,setibanya
tetibaan,tertimpa
tetp,tetap
tetsesat,tersesat
teu,bukan
teuing,tidak tahu
teus,terus
teuuu,celah
tewaskan,menewaskan
tex,teks
text,obrolan
texted,tertulis
texting,obrolan
teyuss,terus
tgb,tua
tgg,tinggalkan
tgg jwb,tanggung jawab
tggi,tinggi
tggl,tanggal
tggu,tunggu
tgh,tengah
tghh,tinggi
tgk,tegakkan
tgl,tanggal
tgn,tangan
tgok,lihat
tgs,tugas
tgu,tunggu
tgur,tegur
th,tahun
tha,Dulu
thaa,kah
thaaa,sebal
thaad,ustadz
thai,teh
thampines,tampon
than,tahan
thank,terima kasih
thank ,terima kasih
thanks,terima kasih
thankyou,terima kasih
thankz,terima kasih
that,kalau
thats,itu
thd,terhadap
thdp,hadapan
the,seburu
theasianparent,orangtua
their,mereka
theirs,mereka
theist,teisme
them,mereka
then,lalu
theories,teori
therchakitty,tersalip
there,sana
they,mereka
thia,ini
things,berpikir
think,memikir
thinkers,pikiran
thinking,memikirkan
thionghoa,tionghoa
this,ini
thisbon,bulan
thisfrancineonhkm,perancis
thn,tahun
thnan,tahun
thnkyuuuu,terima kasih
thnx,terima kasih
thok,memastikan
thom,mereka
thought,pikir
thr,tunjangan
thread,benang
thrift,penghematan
through,lewat
thrust,mempercayai
thu,tahu
thun,tahun
thunderverse,pentir
thx,terima kasih
thy,yohanes
thyme,waktu
thyroid,tyroid
tiaaaa,hati
tiati,hati hati
tibahhh,tiba
tibake,tiba
tibatiba,tiba tiba
tibeeee,tiba
tibo,tiba
tid,tidak
tida,tidak
tidack,tidak
tidah,tidak
tidakbb,tidak
tidakkkk,tidak
tidaknya,setidaknya
tidaksasaran,sari sari
tidi,tidur
tidk,tidak
tidka,tidak
tido,tidak
tiduck,tidak
tidurin,meniduri
tidurr,tidur
tidurrrrrr,tidur
tierlist,hewan
tigebelas,tiga belas
tikaudjoonbahanafm,tikar
tikep,tidur
tiker,tikar
tiketnya,tiket
tiktoker,celebrity
tiktokers,celebrity
tiktokjujur,jujur
tilang,pelanggaran
tilep,mencuri
tili,tuli
tililing,tim
tim,grup
time,waktu
timeline,timeline
timlen,timeline
timnasday,timnas day
timses,tim tim
timtim,timbal balik
tin,tinggal
tindaklanjuti,menindaklanjuti
ting,tinggal
tingal,tinggal
tingga,tinggal
tinggalin,ditinggalkan
tinggalkn,tinggi
tinggall,tinggal
tinggl,tinggal
tingkahnya,perilaku
tingkalakunya,tingkat keterlibatan
tingkatin,tingkatkan
tingkatkanâ investasi,tingkatkan investasi
tinjah,tinja
tinto,tinta
tinubu,tinggal
tioghoa,tionghoa
tionghowa,tionghoa
tionghua,tionghoa
tionghwa,tionghoa
tipi,televisi
tipikal,khas
tipinya,televisi
tipiwan,acara
tipsnya,tips
tiptop,tip top
tipu,menipu
tirani,tirani
tisuu,tisu
titik,habis
titipin,ditingkatkan
tititsma,titit sma
tititsmp,titit smp
titled,judul
tium,cium
tivi,televisi
tjadi,terjadi
tjanggih,canggih
tjd,terjadi
tka,asing
tkatkan,tingkatan
tkg,tukang
tkleh,tak akan
tkng,tukang
tks,terima kasih
tkt,takut
tkut,takut
tkw,tenang
tl,timeline
tlah,telah
tlg,tolong
tlh,telalu
tll,terlalu
tlng,tolong
tlog,tolong
tlong,tolong
tlonk,tolong
tlp,telepon
tlpn,telepon
tls,tulisan
tlsn,tulisan
tlvn,telepon
tman,kawan
tmbah,tambah
tmbh,tambah
tmbm,tembam
tmen,kawan
tmennya,kawan
tmhain,tambahkan
tmi,Anda
tmii,tambah
tmmd,tenteram
tmn,teman
tmnnya,kawan
tmnyg,teman
tmpat,tempat
tmph,tumpah
tmpt,tempat
tmsk,termasuk
tnah,tanah
tnang,tengah
tnda,tanda
tngal,tanggal
tngan,tangan
tnggi,tinggi
tnggl,tanggal
tnggu,tunggu
tngh,tengah
tngok,tengok
tngu,tunggu
tnh,tanah
tnjakan,tanjakan
tnp,tanpa
tnpa,tanpa
tntang,tentang
tntg,tentang
tntram,tentram
tny,ternyata
tnya,tanya
tnyt,ternyata
tnyta,ternyata
to,ke
toa,toa
tobatt,tobat
tobattapi,tobat
todaaayyhalo,hari
today,harinya
toddler,balita
toe,itu
toffee,kopi darat
tofuukuran,ujung-ujungnya
together,bersama
tohh,memastikan
toji,tertutup
tok,toko
tokai,perkotaan
tokayyy,ok
toketmulus,toko
toketnya,teteknya
tokoberkah,toko
tokoijo,tokopedia
tokonya,toko
tokopediawib,tokopedia
tokped,tokopedia
tokrevaufess,acara
tokyoghoul,tolak
tolah,tulah
tolakin,menolak
toleran,toleransi
toleransidamai,toleransi
tolernsi,toleransi
tolg,tolong
toll,tokopedia
tolol,bodoh
tolonk,tolong
tolonv,tolong
tomohoninternationalflowerfestival,festival
tomorrow,besok
tomy,tommy
tone,nada
tongolin,menongol
tonic,tonik
tonsell,nonton
tontn,tonton
tontonin,menontonkan
too,juga
tools,alat
toong,mengintip
topic,top up
toplesbumbu,toples
toplesplastik,toples
toplessambel,toples
topmarkotop,top
toprak,ketoprak
topten,terbaik
topup,topik
torehkan,menorehkan
totalitaa,totalitas
totalnya ,total
touch,sentra sentra
tour,wisata
touring,keliling
toxic,beracun
toys,main
tp,tapi
tpb,tapi
tpf,tim raya rusia
tpi,tetapi
tpii,tapi
tpy,tapi
tq,terima kasih
track,melacak
traffic,lalu lintas
training,berlatih
trakhir,terakhir
trakteer,traktir
tramal,teramal
tranding,populer
trang,terang
trangan,lebih terang
traniaya,teraniaya
transakdional,transfer
transaksinya,transaksi
transferanya,transferannya
translate,terjemahan
translation,terjerembap
translator,penerjemah
transparency,transparansi
tras,terasa
trasa,terasa
trash,sampah
travtodcoba,menyuruh
trbaik,terbaik
trbaikk,terbaik
trbaru,terbaru
trbayang,terbayang
trbuang,terbuka
trbuka,terbukti
trbukti,terbukti
trdakwa,terdakwa
trdhulu,terdahulu
trdkt,terdekat
trdpt,terdiam
treak,teriak
treasure,harta karun
treatment,perawatan
tremor,getaran
trend,tren
trending,tren
trendnya,trendi
trends,tren
trendyol,tren
trenyuh,ternyu
trerasi,teratur
trf,transfer
trganggu,terganggu
trgntg,tergantung
trgntng,tergantung
trhadap,terhadap
trhdp,terhadap
trhtung,teriak
triak,teriak
tricks,trik
tricky,trik
triliyun,triliun
triliyunan,triliunan
trilliun,triliun
trilyun,triliun
trilyunan,triliunan
trima,terima kasih
trimah,terima kasih
trimakasi,terima kasih
trimakasih,terima kasih
trims,terima kasih
trimz,terima kasih
trjadi,terjadi
trjd,terjadi
trjdi,terjadilah
trkdg,terkadang
trkdng,terkait
trkenal,terkenal
trkendali,terketawa
trkhr,terang
trknal,terkendali
trkrim,terkirim
trlalu,terlalu
trlebih,terlepas
trlewat,terlibat
trlibat,terlihat
trlihat,terlucu
trll,telah
trm,terima kasih
trmanis,termasuk
trmasuk,termasuk
trmksh,terima kasih
trmsk,termasuk
trmsuk,termiripkan
trnsfr,transfer
trnyata,ternyata
trnyt,ternyata
trnyta,terong terongan
troboos,trobos
trolls,troll
troma,tren
tross,terus
trosss,terus
trouble,masalah
trpeleset,terpengaruh
trpengaruh,terperanjat
trpksa,terpancing
trpsah,terprovokasi
trpuruk,tersaingi
trrharu,terharu
trrs,terus
trs,terus
trsa,terasa
trsalurkan,tersangka
trsangka,tersangka
trsbt,tersebut
trserah,terserah
trserh,terserah
trsngk,tersangka
trsngka,tersangka
trsrh,terserah
trsusun,tersusun
trtarik,tertawa
trtentu,tertawa
trtm,tertimpa
trubus,terus
truck,truk
trumpâ,trump
trumph,trump
trumps,mengalahkan
trun,turun
trunkn,turun turun
trus,terus
truskan,teruskan
truss,terus
trussss,terus
trust,dipercaya
trusted,tepercaya
trutama,terzalimi
truz,terus
trx,beralih
try,coba
trylah,mencoba
trz,terus
ts,tersebut
tsah,resmi
tsangka,tersangka
tsay,sayang
tsb,tersebut
tsbmalah,malah
tsbt,tersedak
tsebe,telinga
tseries,series
tsk,tersebut
tst,tahun
tt,sedih
ttangga,tetap
ttap,tetap
ttd,tertanda
ttdnya,tandatangan
ttep,tetap
ttg,tentang
tth,mbak
ttindas,tertipu
ttinggi,tinggi
ttknya,budak
ttng,tentang
ttntng,tertantang
ttntu,tertentu
ttp,tetap
ttta,tanda
tu,itu
tuamu,tua
tuany,tuanya
tuch,itu
tuduhan,aduan
tuduhannmu,tuduhanmu
tue,tua
tugase,tugas
tugasnya,tugas
tuh,seperti
tuhanny,tuhannya
tuhdi,ini
tuhh,itu
tuhhh,tuh
tuhrayyy,ray
tuir,tua
tujuan,setujuan
tuk,untuk
tukag,tukar
tukan,itukan
tuker,tukar
tukeran,tukaran
tuku,takut
tul,betul
tulah,wabah
tulalitt,tulalit
tulgung,tolong
tulll,betul
tullus,tulus
tulung,tolong
tum,kamu
tumbangkn,tumbangkan
tumbur,tumbuh
tumko,kepadamu
tumpakke,menaikan
tuned,disetel
tuney,tunai
tunggu,tunggu
tungguin,menunggu
tungu,tunggu
tunik bahan,bahan
tunikbahan,bahan
tunjukan,tunjukkan
tunjukilah,tunjukkan
tunjukin,menunjuki
tunjukkan,tunjukanlah
tunjukkin,menunjukkan
tuntuna,tuntunan
tuptup,tutup
tura,tidur
turah,lebih
turkey,turki
turn,belok
turnament,turnamen
turns,ternyata
turo,turun
turon,turun
turret,turet
turtle,kura kura
turu,tidur
tut,menuntut
tutapigia,memanggil
tutorialx,tutorialnya
tutupi,menutupi
tutupin,menutupi
tutut,takut
tuu,itu
tuuh,itu
tuuu,itu
tuuuuh,itu
tuwanya,tuanya
tuwek,tua
tuwh,tuhan
tv,televisi
tvn,televisi
tvnya,televisi
tvri,televisinya
tvshow,acara
tvt,youtube
tw,tahu
twatter,twitter
twee,tweet
tweeps,tweet
tweet,tweet
tweetdsap,tweet
tweeter,twitter
tweetnya,twit
tweets,tweet
tweleb,celebrity
twet,tweet
twins,kembar
twinsss,kembaran
twip,tweet
twips,tweet
twisstttt,memutarkan
twist,memutar
twit,tweet
twiter,twitter
twitnya,twitter
twitt,tweet
twitwor,perang twit
twiy,tweet
twoshoot,dua kali
tws,twitter
twt,twit
twtfemes,twitter
twtrest,twitter
twttr,twitter
txt,teks
ty,terima kasih
tyap,tiap
tyasmirasih,tyas mirasih
tyda,tidak
tydac,tidak
tydack,tidak
tydak,tidak
tyo,tionghoa
type,tipe
typekal,tipikal
typical,tipikal
typing,mengetik
typingnya,ketikannya
typo,salah kostum
tyr,mencoba
tyranny,tirani
tyt,tidak
tytyd,titit
u,dia
uangkita,uang kita
uanjing,anjing
uas,ujian
ubalozi,kedutaan
ubat,obat
ucapakan,ucapkan
ucapin,mengucapkan
ucapqn,ucapan
ucink,kucing
ucpn,ucapkan
ucul,lucu
ucull,lucu
ucullllll,lucu
ud,sudah
uda,sudah
udaa,sudah
udaah,sudah
udab,sudah
udahan,sudah
udahh,sudah
udahlah,sudahlah
udd,sudah
uddin,udin
ude01,sudah
udeeh,sudah
udeh,sudah
udehh,sudah
udelnya,pusarnya
udh,sudah
udhga,sudahlah
udud,guys
udzur,uzur
ue,saya
uenak,enak
ufh,menghela
uga,juga
ugaaa,juga
ugalugalan,ugal ugalan
ugh,keluhan
ugha,juga
ughaa,juga
ugliness,kejelekan
ugly,jelek
uhh,keluhan
uhhh,keluhan
uhuk,batuk
uhuww,keluhan
uhuy,bahagia
ui,memanggil
uii,ejek
uing,saya
uitnya,duit duit
ujan,hujan
ujg,ujung
ujin,ujian
ujug,akhir
ujungujung,ujung
ujungujungnya,ujung ujung
uke,oke
ukhti,saudari
ukiwa,kehancuran
ukses,sukses
ukule,kamu
ukutanishwe,dipasangkan
ukwah,ukuran
ukwezi,bintang
ul,ulang
ulakkarang,ulama
ulamaâ,ulama
ulamað,ulama
ulamak,astaga
ulan,ulang
ulangtahun,ulang tahun
ulangtaun,ulang tahun
ulanh,ulang
ulasanya,ulasannya
ullpayment,kontan
ultah,ulang tahun
ultahe,ultahnya
ultha,ultah
ultrakanan,ultra kanan
uluhiyya,semangat
umaraâ,ultra violet
umaro,umara
umaroh,umat
umeisha,mobil
ummat,umat
ummatnha,umpatan
ummi,ibunda
umoh,rumah
umpetin,semenjak
umr,update
umroh,umroh
umumin,mengumumkan
umundu,manusia
umy,enak
umyun,buta
unachotakiwa,dibutuhkan
uname,username
unamenya,username
unangonja,ditunggu
unaona,lihat
unbranded,tidak bermerek
unch,keluhan
uncle,paman
undeestimate,menyepelekan
under,rendah
underestimate,menyepelekan
undertonesaku,kulit
unek,uneg
unem,username
unfair,tidak adil
unfairness,ketidakadilan
unfol,unfollow
unfoll,unfollow
unfollow,meninggalkan
ungguli,mengungguli
ungkapin,ungkapkan
ungkapkn,mengungkapkan
unik,unik
united,bersatu
united state of america,amerika
universal,dunia
universe,dunia
universesejujurnya,sejujurnya
unless,kecuali
unn,bingung
unnes,universitas
unneshits,terkenal
unnie,kakak
unniew,kakak
unpaedah,tidak bermanfaat
unpaid,gratis
unpub,tidak dipublikasikan
unrelistic,tidak nyata
unskilled,tidak terampil
unt,untuk
untk,untuk
untkmu,untukku
untrakyat,rakyat
untuak,untuk
untukv,untukmu
untunghanya,untung
untungkan,menguntungkan
unutk,untuk
unyiel,unyil
unyu,lucu
unyuu,unyu
unyuuk,unyu
up,atas
upande,sisi
upate,pembaharuan
upchar,perawatan
update,memperbarui
updateannya,pembaruan
updateee,terbaru
updaters,pembaru
updating,proses pembaruan
upfoll,unggah
upgrade,peningkatan
upil,ibarat
upload,unggah
uplod,unggah
uplot,unggah
upone,keceplosan
uppu,apa
upsie,sindir
upss,keceplosan
uqi,unik
ur,dia
urang,saya
urani,nurani
urg,saya
urgensi,penting
urgent,penting
ursan,urusan
urusanny,urusannya
urusin,urusan
urusn,urusan
urutannya,urutan
us,kami
usage,penggunaan
usah,perlu
usahain,usaha
usahawan,pengusaha
usahh,usaha
usak,rusak
use,guna
useless,tidak berguna
usep,asas
user,pengguna
username,username
usernya,pengguna
ush,keluhan
usha,usaha
usher,username
usikupite,tidak lulus
using,digunakan
usko,dia
usne,dia
uss,ustadz
usse,dia
ust,ustadz
ustadz,ustadz
ustd,ustadz
ustot,ustadz
usual,biasa
uta,utamh
utak,otak
utamapaling,utama
utang,hutang
utangan,pinjaman
utapakwa,diurapi
utd,untuk
uteknya,otaknya
utip,kutip
utk,untuk
utkmu,untukmu
utuk,untuk
utul,ujung
uuh,keluhan
uuhh,keluhan
uunncchh,keluhan
uupa,unyu
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik
uv,umara
uwakk,uang
uwee,saya
uwnyu,unyu
uwong,orang
uwoooowwww,sindiran
uwoy,memanggil
uwu,heran
uwuwuww,heran
uwwwoooow,cie
uyghur,heran
uyhgur,heran
uzipendazo,favorit
uztad,ustadz
v,tawan v
vaccine,vaksin
vacum,kekosongan
valas,valuta asing
valid,resmi
validnya,validitasnya
valik,valid
value,nilai
van,vampir
vanes,vanessaangel
vanesa,vanessaangel
vanesanya,vanessaangel
vaness,vanessaangel
vanessa,vanessaangel
vanessaangel,vanessaangel
vannesa,vanessaangel
vanya,rachelvennya
var,variasi
variant,variasi
variants,variasi
varokah,berkah
varshow,pertunjukan
